# --------------------------------------------------------------------
# USE OF NOAA GML DATA
# 
# These data are made freely available to the public and the
# scientific community in the belief that their wide dissemination
# will lead to greater understanding and new scientific insights.
# The availability of these data does not constitute publication
# of the data.  NOAA relies on the ethics and integrity of the user to
# ensure that GML receives fair credit for their work.  If the data 
# are obtained for potential use in a publication or presentation, 
# GML should be informed at the outset of the nature of this work.  
# If the GML data are essential to the work, or if an important 
# result or conclusion depends on the GML data, co-authorship
# may be appropriate.  This should be discussed at an early stage in
# the work.  Manuscripts using the GML data should be sent to GML
# for review before they are submitted for publication so we can
# ensure that the quality and limitations of the data are accurately
# represented.
# 
# Contact:  Pieter Tans (303 497 6678; pieter.tans@noaa.gov)
# 
# File Creation: Sun Oct 16 05:00:30 2022
# 
# RECIPROCITY
# 
# Use of these data implies an agreement to reciprocate.
# Laboratories making similar measurements agree to make their
# own data available to the general public and to the scientific
# community in an equally complete and easily accessible form.
# Modelers are encouraged to make available to the community,
# upon request, their own tools used in the interpretation
# of the GML data, namely well documented model code, transport
# fields, modeled mole fractions, and additional information 
# necessary for other scientists to repeat the work and to run 
# modified versions. Model availability includes collaborative 
# support for new users of the models.
# --------------------------------------------------------------------
# 
# 
# See gml.noaa.gov/ccgg/trends/ for additional details.
# 
# NOTE: DATA FOR THE LAST SEVERAL MONTHS ARE PRELIMINARY, ARE STILL SUBJECT
# TO QUALITY CONTROL PROCEDURES.
# NOTE: The week "1 yr ago" is exactly 365 days ago, and thus does not run from
# Sunday through Saturday. 365 also ignores the possibility of a leap year.
# The week "10 yr ago" is exactly 10*365 days +3 days (for leap years) ago.
#
#      Start of week      CO2 molfrac           (-999.99 = no data)  increase

  yr   mon day  decimal      ppm     days       1_yr_ago  10_yr_ago  since_1800
  2005  12  11  2005.9425    380.37  7           377.47    360.71    101.25
  2005  12  18  2005.9616    380.44  4           377.91    360.80    101.04
  2005  12  25  2005.9808    380.69  6           377.93    361.65    101.04
  2006   1   1  2006.0000    381.46  3           378.33    361.98    101.59
  2006   1   8  2006.0192    381.40  7           378.56    362.37    101.31
  2006   1  15  2006.0384    381.75  4           378.54    362.06    101.46
  2006   1  22  2006.0575    381.82  7           378.74    362.37    101.34
  2006   1  29  2006.0767    381.82  6           379.50    362.52    101.19
  2006   2   5  2006.0959    382.49  5           379.38    363.44    101.71
  2006   2  12  2006.1151    382.80  7           380.29    362.91    101.90
  2006   2  19  2006.1342    382.13  7           379.83    363.92    101.10
  2006   2  26  2006.1534    382.33  7           381.37    363.90    101.16
  2006   3   5  2006.1726    383.08  6           380.16    364.02    101.76
  2006   3  12  2006.1918    383.06  7           381.53    363.97    101.55
  2006   3  19  2006.2110    383.09  6           380.60    364.70    101.37
  2006   3  26  2006.2301    382.62  6           381.50    364.49    100.65
  2006   4   2  2006.2493    384.37  4           382.45    364.61    102.13
  2006   4   9  2006.2685    384.96  6           382.32    364.56    102.46
  2006   4  16  2006.2877    385.05  7           382.30    364.75    102.30
  2006   4  23  2006.3068    384.94  7           382.67    364.85    101.96
  2006   4  30  2006.3260    385.07  6           382.37    365.17    101.94
  2006   5   7  2006.3452    385.21  6           382.02    364.85    101.98
  2006   5  14  2006.3644    385.51  5           382.76    365.51    102.27
  2006   5  21  2006.3836    385.14  6           383.21    365.39    101.98
  2006   5  28  2006.4027    384.85  5           383.01    365.14    101.85
  2006   6   4  2006.4219    384.37  6           382.81    365.27    101.59
  2006   6  11  2006.4411    384.46  7           382.60    365.22    101.99
  2006   6  18  2006.4603    384.12  6           382.26    365.27    102.00
  2006   6  25  2006.4795    383.63  7           381.58    364.53    101.91
  2006   7   2  2006.4986    383.30  6           381.35    364.49    102.01
  2006   7   9  2006.5178    383.01  5           381.07    363.80    102.19
  2006   7  16  2006.5370    381.99  4           381.03    363.64    101.64
  2006   7  23  2006.5562    382.30  6           380.36    363.25    102.46
  2006   7  30  2006.5753    381.70  7           380.02    362.10    102.37
  2006   8   6  2006.5945    380.78  5           379.22    362.19    101.98
  2006   8  13  2006.6137    380.59  6           379.18    361.77    102.29
  2006   8  20  2006.6329    379.98  6           378.38    361.13    102.17
  2006   8  27  2006.6521    379.74  6           378.01    360.99    102.37
  2006   9   3  2006.6712    378.81  5           377.55    360.09    101.81
  2006   9  10  2006.6904    379.36  5           376.33    360.23    102.66
  2006   9  17  2006.7096    378.86  7           376.59    358.88    102.35
  2006   9  24  2006.7288    379.06  7           376.67    359.33    102.65
  2006  10   1  2006.7479    379.11  5           376.78    359.39    102.70
  2006  10   8  2006.7671    379.09  7           377.06    359.61    102.58
  2006  10  15  2006.7863    379.12  4          -999.99    359.95    102.44
  2006  10  22  2006.8055    379.67  4           377.67    359.72    102.75
  2006  10  29  2006.8247    379.84  7           377.86    360.14    102.63
  2006  11   5  2006.8438    379.96  7           378.22    360.50    102.43
  2006  11  12  2006.8630    380.19  7           378.73    361.04    102.35
  2006  11  19  2006.8822    380.57  7           378.84    361.58    102.41
  2006  11  26  2006.9014    381.44  6           378.99    361.39    102.96
  2006  12   3  2006.9205    381.67  7           380.10    362.10    102.90
  2006  12  10  2006.9397    381.90  7           380.36    362.26    102.84
  2006  12  17  2006.9589    382.39  5           380.28    362.65    103.06
  2006  12  24  2006.9781    382.18  5           380.72    362.51    102.59
  2006  12  31  2006.9973    382.29  7           381.48    362.95    102.53
  2007   1   7  2007.0164    383.14  3           381.33    363.13    103.13
  2007   1  14  2007.0356    382.65  5           381.79    363.20    102.41
  2007   1  21  2007.0548    383.77  6           381.74    363.62    103.31
  2007   1  28  2007.0740    383.88  7           381.73    363.39    103.24
  2007   2   4  2007.0932    383.48  7           382.50    363.81    102.67
  2007   2  11  2007.1123    385.03  4           382.91    364.38    104.06
  2007   2  18  2007.1315    384.93  3           382.08    363.82    103.83
  2007   2  25  2007.1507    384.22  7           382.25    364.91    102.99
  2007   3   4  2007.1699    383.62  7           383.02    363.99    102.24
  2007   3  11  2007.1890    384.55  6           383.05    364.34    103.00
  2007   3  18  2007.2082    385.29  6           383.20    364.87    103.53
  2007   3  25  2007.2274    386.08  5           382.64    365.40    104.08
  2007   4   1  2007.2466    386.07  6           383.99    365.98    103.80
  2007   4   8  2007.2658    385.93  5           385.07    366.13    103.38
  2007   4  15  2007.2849    387.51  7           385.06    366.70    104.69
  2007   4  22  2007.3041    387.18  5           384.94    366.95    104.13
  2007   4  29  2007.3233    386.82  7           385.05    366.54    103.60
  2007   5   6  2007.3425    386.46  7           385.18    366.79    103.13
  2007   5  13  2007.3616    386.88  6           385.44    367.00    103.55
  2007   5  20  2007.3808    386.74  7           385.45    366.85    103.50
  2007   5  27  2007.4000    387.14  6           384.62    366.61    104.08
  2007   6   3  2007.4192    387.13  7           384.36    366.21    104.32
  2007   6  10  2007.4384    386.65  6           384.63    365.87    104.18
  2007   6  17  2007.4575    385.93  6           384.12    365.46    103.83
  2007   6  24  2007.4767    385.27  5           383.69    365.35    103.58
  2007   7   1  2007.4959    385.61  7           383.32    365.09    104.36
  2007   7   8  2007.5151    385.35  7           383.03    365.08    104.55
  2007   7  15  2007.5342    384.32  6           382.03    364.25    103.98
  2007   7  22  2007.5534    384.03  4           382.25    364.01    104.18
  2007   7  29  2007.5726    383.11  7           381.81    363.56    103.76
  2007   8   5  2007.5918    382.70  3           380.80    363.35    103.85
  2007   8  12  2007.6110    382.11  7           380.72    362.44    103.77
  2007   8  19  2007.6301    382.33  4           380.05    361.32    104.47
  2007   8  26  2007.6493    381.86  4           379.96    361.75    104.45
  2007   9   2  2007.6685    381.76  5           378.79    361.53    104.75
  2007   9   9  2007.6877    380.88  5           379.28    360.08    104.19
  2007   9  16  2007.7068    381.03  3           378.90    360.45    104.57
  2007   9  23  2007.7260    380.91  7           378.94    360.00    104.56
  2007   9  30  2007.7452    381.12  7           379.17    360.21    104.77
  2007  10   7  2007.7644    381.19  6           379.00    360.78    104.74
  2007  10  14  2007.7836    381.27  6           379.24    360.90    104.65
  2007  10  21  2007.8027    381.59  7           379.54    361.20    104.71
  2007  10  28  2007.8219    382.00  7           379.86    361.56    104.83
  2007  11   4  2007.8411    382.26  7           379.94    362.28    104.78
  2007  11  11  2007.8603    382.46  7           380.16    362.30    104.65
  2007  11  18  2007.8795    383.29  7           380.40    362.80    105.17
  2007  11  25  2007.8986    383.12  6           381.39    363.51    104.71
  2007  12   2  2007.9178    383.91  4           381.60    364.16    105.22
  2007  12   9  2007.9370    383.95  6           381.79    364.21    104.99
  2007  12  16  2007.9562    384.63  5           382.52    364.44    105.41
  2007  12  23  2007.9753    384.18  5           382.19    364.94    104.70
  2007  12  30  2007.9945    385.02  7           382.28    365.24    105.24
  2008   1   6  2008.0164    384.67  7           382.84    365.51    104.62
  2008   1  13  2008.0355    386.05  7           382.59    365.31    105.80
  2008   1  20  2008.0546    386.25  7           383.52    365.26    105.80
  2008   1  27  2008.0738    387.02  7           383.96    365.42    106.41
  2008   2   3  2008.0929    386.25  7           383.45    366.19    105.49
  2008   2  10  2008.1120    386.20  7           384.96    365.67    105.31
  2008   2  17  2008.1311    385.54  5           385.31    365.91    104.51
  2008   2  24  2008.1503    385.62  6           384.19    367.02    104.46
  2008   3   2  2008.1667    386.06  6           383.68    367.35    104.77
  2008   3   9  2008.1858    385.95  7           384.43    366.62    104.50
  2008   3  16  2008.2049    386.08  7           385.11    366.91    104.43
  2008   3  23  2008.2240    386.97  7           385.85    368.09    105.09
  2008   3  30  2008.2432    388.31  7           386.24    369.02    106.19
  2008   4   6  2008.2623    386.98  6           386.04    368.47    104.60
  2008   4  13  2008.2814    386.72  7           387.23    368.46    104.09
  2008   4  20  2008.3005    387.58  3           387.26    368.64    104.72
  2008   4  27  2008.3197    387.52  6           386.94    369.86    104.48
  2008   5   4  2008.3388    388.77  6           386.33    369.65    105.61
  2008   5  11  2008.3579    389.11  5           386.88    368.52    105.92
  2008   5  18  2008.3770    389.13  5           386.58    369.79    105.99
  2008   5  25  2008.3962    388.82  6           387.26    370.12    105.80
  2008   6   1  2008.4153    388.76  7           387.11    369.62    105.94
  2008   6   8  2008.4344    387.74  6           386.71    369.25    105.19
  2008   6  15  2008.4536    388.11  6           386.20    368.91    105.89
  2008   6  22  2008.4727    387.53  4           385.31    368.85    105.69
  2008   6  29  2008.4918   -999.99  0           385.53    368.22   -999.99
  2008   7   6  2008.5109   -999.99  0           385.38    368.88   -999.99
  2008   7  13  2008.5301   -999.99  0           384.45    367.73   -999.99
  2008   7  20  2008.5492    386.61  5           384.10    367.74    106.57
  2008   7  27  2008.5683    385.14  7           383.53    367.40    105.61
  2008   8   3  2008.5874    385.46  6           382.69    366.88    106.44
  2008   8  10  2008.6066    384.17  5           382.01    366.32    105.66
  2008   8  17  2008.6257    383.91  6           382.27    365.64    105.89
  2008   8  24  2008.6448    383.52  6           381.86    365.51    105.95
  2008   8  31  2008.6639    383.73  6           381.92    364.85    106.56
  2008   9   7  2008.6831    383.27  6           380.93    364.29    106.42
  2008   9  14  2008.7022    383.60  5           381.12    363.78    106.99
  2008   9  21  2008.7213    383.28  7           380.86    363.74    106.81
  2008   9  28  2008.7404    382.97  7           381.17    364.26    106.53
  2008  10   5  2008.7596    383.10  5           381.17    364.21    106.60
  2008  10  12  2008.7787    383.07  7           381.21    364.47    106.43
  2008  10  19  2008.7978    383.29  6           381.56    364.67    106.43
  2008  10  26  2008.8169    384.21  2           381.93    364.97    107.08
  2008  11   2  2008.8361    384.01  6           382.23    365.14    106.58
  2008  11   9  2008.8552    384.33  7           382.40    365.60    106.60
  2008  11  16  2008.8743    384.57  6           383.25    366.10    106.52
  2008  11  23  2008.8934    384.72  7           383.08    366.01    106.36
  2008  11  30  2008.9126    385.28  7           383.92    366.85    106.62
  2008  12   7  2008.9317    385.52  7           383.94    366.95    106.59
  2008  12  14  2008.9508    385.77  7           384.71    367.49    106.57
  2008  12  21  2008.9699    386.15  7           384.18    367.45    106.69
  2008  12  28  2008.9891    386.46  5           384.96    367.78    106.75
  2009   1   4  2009.0082    386.63  7           384.70    368.13    106.58
  2009   1  11  2009.0274    387.24  7           385.85    368.11    106.98
  2009   1  18  2009.0466    387.37  7           386.11    368.05    106.91
  2009   1  25  2009.0658    387.74  6           387.07    369.44    107.13
  2009   2   1  2009.0849    387.25  6           386.27    369.38    106.51
  2009   2   8  2009.1041    387.16  6           386.28    369.36    106.31
  2009   2  15  2009.1233    387.84  7           385.61    368.68    106.89
  2009   2  22  2009.1425    388.45  7           385.72    369.23    107.39
  2009   3   1  2009.1616    389.30  6           385.88    368.25    108.12
  2009   3   8  2009.1808    389.03  6           386.00    369.55    107.69
  2009   3  15  2009.2000    388.42  7           386.07    370.34    106.89
  2009   3  22  2009.2192    389.51  6           386.89    370.93    107.75
  2009   3  29  2009.2384    389.26  7           388.06    370.64    107.23
  2009   4   5  2009.2575    389.65  7           387.32    371.95    107.33
  2009   4  12  2009.2767    389.15  6           386.68    371.54    106.55
  2009   4  19  2009.2959    389.78  7           386.80    370.42    106.93
  2009   4  26  2009.3151    390.74  7           387.83    370.69    107.68
  2009   5   3  2009.3342    389.98  6           388.45    371.66    106.80
  2009   5  10  2009.3534    390.39  7           389.06    371.23    107.16
  2009   5  17  2009.3726    390.60  7           389.22    370.48    107.42
  2009   5  24  2009.3918    390.62  7           388.77    370.93    107.58
  2009   5  31  2009.4110    390.07  7           388.78    370.95    107.24
  2009   6   7  2009.4301    390.42  7           387.74    370.46    107.88
  2009   6  14  2009.4493    389.64  7           388.29    370.59    107.42
